"ID","pval","fdr","RD_Dam_1","RD_Dam_2","RD_Dam_3","RD_Dam_4","RD_Dam_5","HFD_Dam_A1","HFD_Dam_A2","HFD_Dam_A3","HFD_Dam_A4","HFD_Dam_B1","HFD_Dam_B2","HFD_Dam_B3","HFD_Dam_B4","Male_MRD_A1","Male_MRD_A2","Male_MRD_A3","Male_MRD_B1","Male_MRD_B2","Male_MRD_B3","Male_MRD_B4","Female_MRD_A2","Female_MRD_A3","Female_MRD_B2","Female_MRD_B3","Female_MRD_B4","MAle_MHFD_A1","MAle_MHFD_A2","MAle_MHFD_A3","Male__MHFD_B1","Male_MHFD_B2","Male_MHFD_B3","Male_MHFD_B4","Female__MHFD_A1","Female__MHFD_A2","Female_MHFD_A3","Female__MHFD_B1","Female__MHFD_B2","Female__MHFD_B3","Female__MHFD_B4"
NA,NA,NA,"RDDam","RDDam","RDDam","RDDam","RDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","FemMRD","FemMRD","FemMRD","FemMRD","FemMRD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD"
"Tyrosine","6.62333437272406e-05","0.000152336690572653","0.972278692900302","0.934213836670579","0.966343463295968","0.956657850010816","0.957213997063082","0.950302764356552","0.958606549218001","0.994168163996838","0.975482092505249","0.932900703694004","0.928210416436551","0.950601227301488","0.969046044458388","0.930435876902414","0.920874961022716","0.923926712191292","0.882027325919346","0.920430954677301","0.925753602408178","0.938658755381735","0.899972823096465","0.891789136629034","0.897389826741537","0.920962084940216","0.911736159868248","0.963960704705774","0.926453960311881","0.927605937269334","0.88882379814007","0.927498825432719","0.967311576321163","0.940314171691702","0.909784699162487","0.914221481302703","0.883559855369157","0.911570911145118","0.926142315742544","0.909221538860375","0.946453814645807"
"Homoserine/Threonine","0.00024697484747825","0.000436955499384597","1.01535504919231","0.995653427924741","1.01833532685671","1.01075741516882","1.00213621106897","1.00391444403436","0.987187700817481","1.02509886907184","1.01459287095762","0.972658996169779","0.990802620383602","0.995119919245382","1.02983782435665","0.972402938266376","0.976664489804646","0.968611746788413","0.954033652367286","0.975458210908194","0.960008883769908","0.987208902599008","0.976212155250204","0.9684663533603","0.967312468772311","0.959517582334059","0.987227610509154","1.00735389991395","0.982489381650583","0.939327561432303","0.941552487251032","0.937968028097508","0.989088495778849","0.971008101014488","0.976220607373817","0.973240662647589","0.964050411802034","0.975445899360744","0.996802178359004","0.971120504279866","0.998714415615244"
"Ornithine","0.000234244786682963","0.000436955499384597","0.990971632261867","0.960516935532751","0.983027646905237","0.989993086854488","0.968771932505211","0.954961033159914","0.971209704016976","0.99120500420997","0.935255319896978","0.920215817673225","0.951594682452022","0.948675325896787","0.936706406841803","0.935912396603155","0.917668334082932","0.916048767644299","0.938653261568379","0.940926365706351","0.93439256205217","0.958245793560211","0.931690516217536","0.926606881659485","0.940532283832772","0.92693373539403","0.951428558692744","0.943971125117026","0.919827297952009","0.910116305044257","0.912274930519834","0.909428649522979","0.94636470905099","0.931304305320717","0.91593206852127","0.948466167803379","0.916985609304557","0.93764937830223","0.974283448677086","0.927815646931405","0.954984895945134"
"Phenyl alanine","0.000217487071791457","0.000436955499384597","1.26654101623018","1.25178071020815","1.24622910202038","1.26002727303269","1.25192561000358","1.24518042592346","1.24599950376422","1.2692820753746","1.23508258861237","1.23644471754025","1.23279090601731","1.24660572304488","1.25046036521462","1.22775432337364","1.22132651004199","1.22084529948631","1.22037457710776","1.23626875245632","1.21749320636931","1.23809673588596","1.23488117136703","1.23998599815491","1.24135722089429","1.26066467068339","1.2540460681728","1.24112755104847","1.23557833131238","1.21384457902827","1.21788082562848","1.21477335706714","1.24182640760339","1.23080031415863","1.23064142561673","1.23903483385715","1.23826890845739","1.2643577999448","1.23964359455111","1.22483136756394","1.24288110173815"
"Serine","0.00058435839416001","0.000960017361834302","1.03203312150951","1.02187110852091","1.0545793281201","1.05369775391274","1.04022584437833","1.02193268606528","1.01807820995948","1.02872606850072","1.01895561661093","0.999695676209198","1.00252641971121","1.01701730188708","1.03810460907381","0.99998766050503","1.00612169684456","0.990051708763466","1.00346004398732","1.01298827810896","1.00200042680214","1.03253676114845","1.00760314570132","1.00725682427798","1.00439650813178","1.00473937755754","1.01137509196162","1.03463493324519","1.0032045945961","0.988569389458318","0.991073248711969","0.992363387385076","1.01726390031024","1.00300175048596","1.01208196720388","1.02546068924591","0.999332324127508","1.02670556938151","1.03096768903987","1.00644347642469","1.00565904239768"
"Asparagine","0.00196380017424803","0.00301116026718031","0.924644671508796","0.909871311265531","0.950886592637439","0.960647119412049","0.9429185122049","0.90681031384675","0.894681360631673","0.922746766588402","0.915441039895415","0.869460113059458","0.878843140109701","0.875034322664441","0.929178732753145","0.906094634647757","0.90241291044503","0.874305059384755","0.883550757819728","0.898123776206348","0.896334531341836","0.924979504608931","0.884605992089695","0.875272312477128","0.87308025161999","0.875717449680893","0.890626569204581","0.932264656790804","0.877440779996155","0.869564299160473","0.841138353996554","0.892668662808679","0.906722323846201","0.896184027662676","0.886500362782993","0.920923678127268","0.870731570652711","0.897901467779317","0.907878403918408","0.875511171851941","0.899711956391822"
"Aspartic acid","0.00644830973770879","0.00926944524795638","0.838649531070503","0.857725727201505","0.865919495297036","0.881909134913522","0.834843598328167","0.843820127955362","0.85660196564067","0.874437051519632","0.854459677184308","0.827833930331754","0.845123167897937","0.832445239785091","0.835592102742072","0.836229934832691","0.825800076176086","0.828207274746978","0.841295606787601","0.843580093686068","0.824384087773897","0.828857056812803","0.833526758813441","0.836319269109206","0.81372945835706","0.840483723974428","0.807743521046486","0.860996745516174","0.847757717465144","0.808202290922319","0.805956961961857","0.812017929399316","0.807800489088317","0.810897016137351","0.834132407976748","0.825096301437973","0.821676288108302","0.831393114179128","0.847730546337851","0.827609529607344","0.796311209357752"
"Methionine","0.0114942467295487","0.0155510396929188","1.03824262516412","0.99607664783231","1.01462833852379","1.0140787512356","1.00099617431436","0.983332753435304","0.946717180397563","0.993243867864422","0.991088506741645","0.92829143575518","0.94518044043386","0.954620576064563","0.995913930098293","0.968257527105256","0.966370823171694","0.958286042391736","0.940748353394899","0.979799684649565","0.962597597965679","0.992590303315561","0.97692964976201","0.962576722619507","0.974354717234938","0.965565388830969","0.995973201082822","1.01180823472991","0.983442911649575","0.941788803099751","0.942696859808355","0.942419876613071","0.999231097319552","0.987004755937673","0.975515456908816","0.98676567678231","0.957971554290086","0.965011287039643","0.995196684969636","0.962619573433749","0.992902300822053"
"Isoleucine/Leucine","0.0208612281263245","0.0266560137169702","1.32628949329205","1.31081752467816","1.30993479351791","1.33155514569579","1.31004689038617","1.30252123693475","1.30909543406334","1.33688043750923","1.31084869701852","1.30092462098498","1.29634910787442","1.31679218594048","1.32463567428281","1.29249402325886","1.29237700332631","1.29920783255745","1.29433665021125","1.31228666174883","1.29149836458518","1.31310771646731","1.31366446324733","1.32340027893767","1.3084890557243","1.33194067325376","1.3322327264989","1.32749819094493","1.32160831406664","1.29120497449393","1.30404507895904","1.28512909433704","1.32718067133231","1.32046227876549","1.3157445636796","1.31740970617013","1.31644684972604","1.34965013738153","1.33691950634015","1.30984036374531","1.32321208133491"
"Glutaric acid","0.0249176773906237","0.0301635042097024","0.808493782843469","0.74019730459299","0.778938035937712","0.771917821450355","0.810239241965978","0.774191343430905","0.781918363938614","0.774951377999539","0.737648342421592","0.804584498389743","0.779517378841952","0.815876659906988","0.775318951053878","0.759422945712937","0.754118076042208","0.736311318109988","0.715517529894936","0.747668035731763","0.702138350999036","0.716001968450176","0.756357438325803","0.765627043893647","0.776790374672431","0.811082720533343","0.764444819348615","0.78660939568071","0.762131896626568","0.750237904836378","0.689312553098873","0.723944172699843","0.751602257968208","0.757884130169174","0.720366461543241","0.768788491465174","0.707557227871296","0.83743308350818","0.795066132195845","0.75503276974308","0.78427671736712"
"Valine","0.0274267533213735","0.0315407663195795","1.10405312726492","1.07020853013645","1.07702133228078","1.09507739273611","1.06542641025036","1.0823934437726","1.06132358190384","1.1123364067367","1.10076190203434","1.05490453736238","1.05656477934051","1.0859555023801","1.11083495389594","1.04366310899972","1.0488024409631","1.05334080540309","1.03914142064266","1.0685934881532","1.04203696376378","1.06707264464937","1.06663472294475","1.0599500045704","1.06395972783916","1.07823680151675","1.09158917654063","1.09345372796832","1.06669510820086","1.03163310996865","1.03308528196388","1.02128939537728","1.08010861016398","1.0664369554966","1.05887632867522","1.07109389056463","1.05374087474452","1.08138990670592","1.10251780792742","1.0547630954977","1.09677113525229"
"Proline","0.044618365386449","0.0488677335184917","1.03868207819783","1.01541362535463","1.03271482551491","1.04812682032123","1.0316205915241","1.01076180144664","1.00068267047444","1.05325241490959","1.01619360307482","0.962074283864442","0.996643455023104","0.987896223234486","1.03928246022237","0.999985429807266","0.971297807435231","0.977765450252273","0.978994878845702","0.992942686740058","0.988991923347108","1.02177114700982","0.991225310680745","0.979931182952119","1.00390930411539","0.992509581633705","1.00251269268171","1.04314106319406","1.00309779713897","0.966438612214373","0.970691668698255","0.973429221597529","1.02498034987776","1.02626090327448","0.99325183384644","1.01664649889791","0.985731983701934","1.00564158955195","1.03052622236609","0.990911540451944","1.02557419729334"
"Betaine","0.117670398420462","0.123019052894119","1.15682836733682","1.15116005152157","1.11545159115377","1.1500142152382","1.12176017716404","1.10804856872339","1.14679726233718","1.16381127376059","1.1021541422963","1.14372278660943","1.09535228918374","1.1111951391455","1.1023206630775","1.09423077133429","1.11503191776596","1.11940373947665","1.12855534848183","1.13569488522299","1.11291856236173","1.12097662712723","1.13599555390715","1.13856023491053","1.13078804608194","1.14473070768309","1.12112071054891","1.15684357383029","1.15729548454879","1.17809405144376","1.12184891547425","1.1779524067492","1.12427711004599","1.10559546142314","1.13516168903117","1.13137454000064","1.11622101695918","1.16644621523921","1.15359571004968","1.15036207976397","1.12078945141582"
"Cystine","0.152884807270806","0.152884807270806","1.02328112920002","1.00570549308245","0.989686724506203","1.02039732787411","1.02416190929623","0.942207484209394","0.982528898060146","0.984815011867599","0.945456145325136","0.990834999929795","0.939284123393476","0.938222805401775","1.00460078513981","1.01480772168669","0.976468830716458","0.949217205088752","0.986615324009108","1.04806523413962","0.988495775089589","0.973914514248268","0.946508432072071","0.984759286747701","0.948858151586462","0.992110648897932","0.942617894831151","1.04920274898708","1.06119474854849","0.916598767960567","0.962175545924359","0.904197831202331","0.945870149689447","0.961656648462125","0.968275236241991","0.923957022113425","0.948508282528334","1.00398462377916","0.937426485389256","0.991097638906691","0.976024023173542"
