ID,pval,fdr,linear_fc,log2_fc,direction
Notch1(C44H11),0.0956433708532211,0.753506643998936,0.525157120955693,-0.929178969802793,NS
p38/MAPK,0.148772453543775,0.753506643998936,1.47834626971937,0.563984228277553,NS
p-Src(Y527),0.226592616454762,0.753506643998936,1.16428292488397,0.219441680865716,NS
Stat1,0.135671802792138,0.753506643998936,1.66432809224597,0.734939862804856,NS
Wnt5a/b(C27E8),0.218010618318932,0.753506643998936,1.50314446008272,0.587983666493063,NS
VEGFR2(55B11),0.178955808783971,0.753506643998936,1.19722263365589,0.259691458551435,NS
PHF8(pAb),0.0975781788083925,0.753506643998936,1.40928535621161,0.494963762328375,NS
c-Fos(9F6 ),0.114828017477272,0.753506643998936,1.29013492243226,0.367521950722333,NS
CRSP1-TRAP220,0.105657003297842,0.753506643998936,1.74532924875304,0.803499220238111,NS
CtBP2,0.226854684938358,0.753506643998936,1.1540084409849,0.206653776602563,NS
DRIP130,0.190301219670174,0.753506643998936,1.52664832833952,0.610367767837399,NS
KLF4,0.111940218491183,0.753506643998936,1.21818322995948,0.284731148903113,NS
PPP1R10(EPR11706),0.22822557005737,0.753506643998936,1.26048869227428,0.333983175972742,NS
Stat3(D3Z2G),0.154195005600966,0.753506643998936,1.25476691992507,0.327419400273481,NS
p-c-Jun(S63),0.154850467942855,0.753506643998936,1.28679816133468,0.363785779683306,NS
p-Rb(S780)(C84F6),0.0807160908711666,0.753506643998936,1.27383021547429,0.349172998460272,NS
Integrina4(D2E1)XP,0.143277229491403,0.753506643998936,1.23834978786913,0.30841887993731,NS
Integrina5,0.22403664530946,0.753506643998936,1.22255960008135,0.289904798630168,NS
AMPKa(23A3),0.173869915434776,0.753506643998936,1.21290506783423,0.278466637412764,NS
PI3Kp110a(C73F8),0.165805947523544,0.753506643998936,1.34194309499966,0.424323495455823,NS
Atg12(D88H11),0.136886663624408,0.753506643998936,2.22265075566088,1.15228127600361,NS
LC3A(D50G8)XP,0.210955741156592,0.753506643998936,1.18406587790254,0.243749350459536,NS
p-EGFR(Y992),0.22035580566329,0.753506643998936,1.20712271133917,0.271572342241928,NS
HER2/c-ErbB2,0.0912612848122411,0.753506643998936,1.25103008504777,0.323116484169867,NS
PKM2,0.161988430087836,0.753506643998936,1.24762647090286,0.319186067824022,NS
FBXO11,0.209639153182605,0.753506643998936,1.19126575950248,0.252495299974193,NS
IDH1 (D2H1),0.123029338001098,0.753506643998936,1.43067109710109,0.516692043049803,NS
p-GSK-3a/b (Ser21/9),0.126985999654339,0.753506643998936,23.1878907095099,4.53529968583583,NS
NF-kB p65 (D14E12) XP,0.129547943562396,0.753506643998936,1.26671915360128,0.341096697628329,NS
GbetaL (86B8),0.207121603740891,0.753506643998936,1.16843453351476,0.224576903295333,NS
p-Raptor (Ser792),0.157211226317382,0.753506643998936,1.72551415272965,0.787026306858998,NS
p-AMPKb1(S108),0.267945703011535,0.757640091641656,1.21937748916491,0.286144817869427,NS
p-Bcl2(5H2)(S70),0.290025253448031,0.757640091641656,1.34665382615485,0.429379036044745,NS
