"ID","pval","fdr","RD_Dam_1","RD_Dam_2","RD_Dam_3","RD_Dam_4","RD_Dam_5","HFD_Dam_A1","HFD_Dam_A2","HFD_Dam_A3","HFD_Dam_A4","HFD_Dam_B1","HFD_Dam_B2","HFD_Dam_B3","HFD_Dam_B4","Male_MRD_A1","Male_MRD_A2","Male_MRD_A3","Male_MRD_B1","Male_MRD_B2","Male_MRD_B3","Male_MRD_B4","Female_MRD_A2","Female_MRD_A3","Female_MRD_B2","Female_MRD_B3","Female_MRD_B4","MAle_MHFD_A1","MAle_MHFD_A2","MAle_MHFD_A3","Male__MHFD_B1","Male_MHFD_B2","Male_MHFD_B3","Male_MHFD_B4","Female__MHFD_A1","Female__MHFD_A2","Female_MHFD_A3","Female__MHFD_B1","Female__MHFD_B2","Female__MHFD_B3","Female__MHFD_B4"
NA,NA,NA,"RDDam","RDDam","RDDam","RDDam","RDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","FemMRD","FemMRD","FemMRD","FemMRD","FemMRD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD"
"Glycine","0.000163221501745207","0.0011124001207642","-1.15936155265648","-1.08309421384734","-1.22785925144247","-1.22401346977953","-1.29677998378889","-1.47265891863694","-1.36194054017139","-1.48871112713832","-1.42950523947392","-1.21600606036156","-1.57452824116571","-1.43056134458119","-1.43450303989609","-1.31138322761467","-1.00371429067695","-1.03168725437088","-1.06079540097208","-1.21990669775167","-1.16553741289207","-1.36139789426933","-1.04636634088004","-0.960164513324589","-1.06765438815442","-1.09222239583401","-1.18328372367495","-1.31112972856734","-1.22878615617204","-1.08690792997758","-1.09146758900457","-1.02649450510562","-1.30020127303979","-1.33004542073278","-1.04032429623204","-1.29911453255634","-1.13982479910187","-1.18280253334947","-1.36003643138509","-1.20372418307747","-1.44923846522003"
"Histidine","0.000193460890567687","0.0011124001207642","0.535218456407253","0.50448197538524","0.51698075463561","0.41168726831254","0.502762821725762","0.581308983604465","0.621255466571193","0.655711978579011","0.540122467622016","0.573264709282708","0.637559373605865","0.57473879990685","0.519615392166752","0.493581782181536","0.507196847499219","0.503217023925091","0.536603527743864","0.451737234476547","0.523567661908107","0.396477646618166","0.494408409261955","0.486434760531432","0.338395837924667","0.556323126876635","0.467878003781395","0.273894576635164","0.384375644410767","0.471289099207847","0.55288948557153","0.455267653546786","0.388882862874997","0.418502709480643","0.425590493658855","0.437047546280106","0.429753928233452","0.542907045559102","0.306093319993788","0.433674715722423","0.373172708201701"
"Lysine","0.000113892765418745","0.0011124001207642","1.10866736590984","1.09010836364127","1.15312197434879","1.07155864599015","1.19987254382754","1.24055940482641","1.34929804934982","1.20283676607235","1.08987040253715","1.2189870762205","1.3255154567251","1.3348614511631","1.10366748846806","1.21879041247715","1.22081857152262","1.08226613235309","1.07125539111043","1.0583361131093","1.16273471690422","1.08262129772118","1.05813046396164","1.07786873443497","0.991816805023961","1.1855602517677","0.994281096587611","0.873283081360274","1.05182609582959","1.01810957886501","1.08758286877736","0.942343689884823","1.01736698286949","1.04235876055775","1.07113070165594","1.01690198313119","1.02578907289989","1.21106547327977","0.855189630983541","0.981878731987524","1.02406831418521"
"Tryptophan","8.52861160507935e-05","0.0011124001207642","1.14849263774814","1.12563821333543","1.17884771816942","1.12293774458209","1.21982779570003","1.2913434204129","1.42263630680677","1.29772747201669","1.31485988237547","1.27595847251318","1.37619131015173","1.53323277093505","1.20830146533044","1.28967107926898","1.31033620112357","1.09369126002674","0.992679630040887","0.980526009719639","1.14292318272189","1.08975696172437","1.17205840107669","1.10297398186103","0.993173660732999","1.23844784681948","1.09492231741454","0.994607766683615","1.11797909866712","1.06155290825569","1.0737770615855","1.02533678362725","1.15486664251729","1.14882645580357","1.19675642186982","1.11583243490391","1.15654930859981","1.1999409656567","0.997347717937529","1.07190078958624","1.23530002357578"
"Methionine","0.000628491372745426","0.00289106031462896","0","-0.090593557947194","-0.0949788364054026","-0.17205920199898","-0.164429528005823","-0.146304358340352","-0.292733815805489","-0.18603728613456","-0.129430765388384","-0.311948763894091","-0.289344916967443","-0.222121509319864","-0.191622241467672","-0.171064220487062","-0.0512634786526623","-0.0899561032629073","-0.206615294591213","-0.163129463715853","-0.134583159904184","-0.150670077647887","-0.0647137226016792","-0.0948055859221629","-0.130575872942464","-0.126700915214392","-0.028666218212569","-0.134346917364879","-0.0939469970656517","-0.108036935895452","-0.128074931259702","-0.135497992293829","-0.0900358347279626","-0.0808196885064649","-0.0828283777013642","-0.139762304337925","-0.121777327351437","-0.190478646189395","-0.156096398557538","-0.123073023295703","-0.0675791130240112"
"Arginine","0.000995527144397344","0.00336155546065101","0.723688697073994","0.669190447974353","0.719926058351845","0.580817334737404","0.714403663809615","0.607799018226802","0.659630044272603","0.670227725977868","0.603219501943935","0.567610289997645","0.655187403747794","0.650669271303737","0.473981011967248","0.747003363119453","0.81045709753269","0.75029938324084","0.68402868891093","0.538789379382458","0.660624775314468","0.558867844627239","0.578504969653343","0.651781068363394","0.515522019181851","0.639402215508595","0.620937979965003","0.48030923046949","0.533807557148802","0.568568212581003","0.599217300614957","0.536840756398229","0.557311211157607","0.57978747429076","0.586012891006336","0.536577952336311","0.590691387075082","0.578298711824857","0.459642963602857","0.533982763067191","0.515196244365496"
"Valine","0.00102308209671987","0.00336155546065101","0.33038046423802","0.25671361389504","0.232669863411064","0.237260973677621","0.181511203264337","0.382077477243643","0.328944393377336","0.438378683939345","0.435996720214142","0.31955986629674","0.336900796573656","0.498194174057371","0.391879386372491","0.235464076278354","0.35925413665722","0.349007757358503","0.236612420317669","0.273312218109519","0.270473636031756","0.233906196764986","0.341363985516275","0.321355999148388","0.265310306316099","0.403119043034163","0.390471626929497","0.261131427855987","0.30183376139897","0.285739079838831","0.285447840043055","0.209129133854329","0.313776838400613","0.32048604466478","0.306464531243065","0.254668124427504","0.298336198782511","0.355115172923973","0.318080225802748","0.275141590274171","0.482668272644208"
"Glutamine","0.00204587651865803","0.00535068239886947","0.922010886591284","0.91489357443972","0.933685631735314","0.833507931882719","0.996162575931594","1.02748142375313","1.16505017459138","1.00211230897462","0.901758827127395","1.03915007992338","1.13337948143645","1.14722276084986","0.91446300835991","1.04092200585216","1.03456862823872","0.923515416098191","0.928839151846675","0.905125534530005","0.996003764586377","0.898209945018221","0.900502384448873","0.926515785135573","0.83703293249254","1.03736263982538","0.851257066181659","0.704185714495065","0.891179682986399","0.886018048740859","0.923238314788583","0.807756558222156","0.856232358127676","0.873921086653501","0.926726460540618","0.839623915838293","0.8756577458143","1.06331594938609","0.705340821574079","0.855815868335827","0.898883977346577"
"Tyrosine","0.00209374528651414","0.00535068239886947","-0.331150711035574","-0.380420246802091","-0.348540584873736","-0.462231147372767","-0.399506090971538","-0.322483690417746","-0.228240371988576","-0.181191094495491","-0.209890529922949","-0.288959101329314","-0.384756937107107","-0.244165911614272","-0.328041623138971","-0.374969165605559","-0.277837375129222","-0.248627838958585","-0.471133797297854","-0.454940235802791","-0.322448592112322","-0.429135998647277","-0.413082557134743","-0.397343134199206","-0.47061641564231","-0.336441079483489","-0.397923884274884","-0.366113071824815","-0.364872345811756","-0.170198608604944","-0.374541649323448","-0.200696805066702","-0.249406550345015","-0.316708902793205","-0.389789153758219","-0.479075054413773","-0.448200873753892","-0.441012110693077","-0.461199129455269","-0.353842123789473","-0.313640968121576"
